similarity,label
0.27059195,1
0.28236027,1
0.36437794,1
0.43569118,1
0.20728484,1
0.40841160,1
0.27929858,1
0.30477254,1
0.54900781,1
0.30921113,1
0.31050075,1
0.32433171,1
0.18831811,1
0.19907431,1
0.34646498,1
0.32482957,1
0.23437898,1
0.14984168,1
0.36578285,1
0.54984719,1
0.46646799,1
0.55218447,1
0.45758160,1
0.45369618,1
0.25746389,1
0.42684431,1
0.39194534,1
0.37710677,1
0.37292475,1
0.29158776,1
0.32676196,1
0.38582195,1
0.42207723,1
0.53451724,1
0.43339349,1
0.33318938,1
0.43660130,1
0.35657836,1
0.40139090,1
0.37839578,1
0.31668991,1
0.38698143,1
0.32607228,1
0.34305704,1
0.39707999,1
0.49660131,1
0.35739708,1
0.34987550,1
0.39998596,1
0.33001270,1
0.29812380,1
0.48068781,1
0.41115700,1
0.48985043,1
0.30784459,1
0.37651815,1
0.30170070,1
0.20448458,1
0.32745541,1
0.32393124,1
0.33228886,1
0.24527114,1
0.40273615,1
0.25556174,1
0.38270648,1
0.37993767,1
0.34291639,1
0.37226566,1
0.33474083,1
0.42638297,1
0.35377448,1
0.44110901,1
0.23003896,1
0.21734550,1
0.23450626,1
0.12922466,1
0.45093668,1
0.26766820,1
0.53586788,1
0.46192351,1
0.37877579,1
0.40344125,1
0.27893319,1
0.33750320,1
0.31149161,1
0.39156296,1
0.31042807,1
0.35964687,1
0.29383398,1
0.24718970,1
0.29792010,1
0.28825853,1
0.21723575,1
0.26732946,1
0.10539187,1
0.26325373,1
0.18594058,1
0.22973403,1
0.39883301,1
0.32618290,1
0.21045924,1
0.27500098,1
0.27507096,1
0.35726048,1
0.33076621,1
0.33780278,1
0.20357597,1
0.50117595,1
0.23188088,1
0.27679390,1
0.25525378,1
0.23385096,1
0.23025277,1
0.29903541,1
0.35553583,1
0.30979766,1
0.26133187,1
0.17939967,1
0.18717813,1
0.25130164,1
0.23824801,1
0.27500868,1
0.28878081,1
0.38075597,1
0.28759773,1
0.30987028,1
0.43430420,1
0.30408595,1
0.36644769,1
0.23663075,1
0.31437205,1
0.35139884,1
0.29772587,1
0.34886319,1
0.18895240,1
0.26342505,1
0.23135591,1
0.31925516,1
0.12544178,1
0.40457247,1
0.27063299,1
0.32161584,1
0.25971036,1
0.13686969,1
0.35220911,1
0.49476022,1
0.54146437,1
0.46899717,1
0.50074771,1
0.38149089,1
0.50281508,1
0.44626100,1
0.47653850,1
0.43431229,1
0.51091787,1
0.36588003,1
0.31416767,1
0.44533368,1
0.55916110,1
0.39913472,1
0.42095355,1
0.28284225,1
0.40204555,1
0.38851957,1
0.32871036,1
0.44616075,1
0.22813237,1
0.44033361,1
0.33226474,1
0.27395823,1
0.45633886,1
0.36512958,1
0.35724882,1
0.25922043,1
0.36039523,1
0.24756138,1
0.32968622,1
0.38541762,1
0.23859000,1
0.18452309,1
0.37623290,1
0.35151787,1
0.45150788,1
0.46930409,1
0.48395123,1
0.23049753,1
0.27415657,1
0.39112377,1
0.26534658,1
0.46319708,1
0.27002027,1
0.17867587,1
0.16156873,1
0.45653005,1
0.49477478,1
0.42679403,1
0.40611733,1
0.21308425,1
0.27522642,1
0.43400294,1
0.34366956,1
0.20830326,1
0.33110891,1
0.21448118,1
0.26352829,1
0.39419067,1
0.34394178,1
0.40904306,1
0.11334287,1
0.39004049,1
0.51324127,1
0.39891418,1
0.54181137,1
0.48534621,1
0.49397954,1
0.43780327,1
0.33229734,1
0.29289561,1
0.42889335,1
0.50037314,1
0.23412554,1
0.35117782,1
0.35619616,1
0.40247780,1
0.34925954,1
0.46893345,1
0.34181360,1
0.34193906,1
0.42921630,1
0.47958677,1
0.45869826,1
0.36155162,1
0.27051417,1
0.58437867,1
0.51580785,1
0.44597984,1
0.50312230,1
0.46952383,1
0.33199715,1
0.33777195,1
0.47373824,1
0.36234521,1
0.32590945,1
0.34864747,1
0.28220297,1
0.26404576,1
0.39044905,1
0.38140350,1
0.52150235,1
0.27712286,1
0.50939905,1
0.53628232,1
0.45462499,1
0.52895795,1
0.60748251,1
0.46184268,1
0.30122270,1
0.34087029,1
0.49151723,1
0.36720514,1
0.32951305,1
0.49916143,1
0.38771324,1
